system_id,original_row_index,doi,anion_name,salt_conc,temperature,solvents,solvent_fracs,conductivity,q_scale_optimal,min_log_conductivity_error,all_available_q_scale_values,all_available_calculated_conductivities,number_of_qscale_points,tie_flag,coverage_flag,complete_qscale_coverage_flag,min_valid_calculated_conductivity,max_valid_calculated_conductivity,valid_simulation_rows,raw_simulation_rows,has_solvent_dec,frac_solvent_dec,has_solvent_dmc,frac_solvent_dmc,has_solvent_dme,frac_solvent_dme,has_solvent_ec,frac_solvent_ec,has_solvent_emc,frac_solvent_emc,has_solvent_pc,frac_solvent_pc,solvent_count,solvent_set,salt_identity,concentration_numeric,temperature_numeric,experimental_conductivity_numeric,log_experimental_conductivity
row_119,119,10.1016/j.jpowsour.2011.07.071,TFSI,1.0,298.0,"[""EC"",""DMC""]","[0.1,0.9]",8.373333333,0.75,0.0765853155116738,0.70;0.75;0.80;0.85;0.90,9.0566;7.7560;6.2351;4.5029;2.9458,5,False,True,True,2.9458,9.0566,5,5,0,0.0,1,0.9,0,0.0,1,0.1,0,0.0,0,0.0,2,DMC+EC,TFSI,1.0,298.0,8.373333333,2.1250520528920793
row_3832,3832,10.1149/1.1344281,TFSI,0.5,241.4678399,"[""DME""]",[1.0],4.904646766,0.9,0.13445593950224177,0.70;0.75;0.80;0.85;0.90,10.1191;9.5799;8.8776;8.0400;4.2876,5,False,True,True,4.2876,10.1191,5,5,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,DME,TFSI,0.5,241.4678399,4.904646766,1.5901830753374693
row_44,44,10.1016/j.jpowsour.2010.12.040,FSI,1.0,297.7574305,"[""EC"",""EMC""]","[0.3,0.7]",7.638732831,0.7,0.24032611984472663,0.70;0.75;0.80;0.85;0.90,9.7139;11.3546;5.2389;3.8029;2.5724,5,False,True,True,2.5724,11.3546,5,5,0,0.0,0,0.0,0,0.0,1,0.3,1,0.7,0,0.0,2,EC+EMC,FSI,1.0,297.7574305,7.638732831,2.0332317296054145
row_31,31,10.1016/j.jpowsour.2010.12.040,FSI,1.0,332.5420421,"[""EC"",""EMC""]","[0.3,0.7]",15.58303956,0.7,0.11668562118668824,0.70;0.75;0.80;0.85;0.90,13.8668;13.5998;10.4851;7.6408;4.6843,5,False,False,True,4.6843,13.8668,5,5,0,0.0,0,0.0,0,0.0,1,0.3,1,0.7,0,0.0,2,EC+EMC,FSI,1.0,332.5420421,15.58303956,2.746183115124184
row_49,49,10.1016/j.jpowsour.2010.12.040,FSI,1.0,253.1626323,"[""EC"",""EMC""]","[0.3,0.7]",2.406050072,0.75,0.039463630952995876,0.70;0.75;0.80;0.85;0.90,3.2792;2.5029;1.4987;0.8666;0.6247,5,False,True,True,0.6247,3.2792,5,5,0,0.0,0,0.0,0,0.0,1,0.3,1,0.7,0,0.0,2,EC+EMC,FSI,1.0,253.1626323,2.406050072,0.8779864286410056
row_41,41,10.1016/j.jpowsour.2010.12.040,FSI,1.0,322.7762915,"[""EC"",""EMC""]","[0.3,0.7]",10.9825629,0.75,0.09889463112055052,0.70;0.75;0.80;0.85;0.90,13.8899;12.1242;8.3177;8.5069;5.4292,5,False,True,True,5.4292,13.8899,5,5,0,0.0,0,0.0,0,0.0,1,0.3,1,0.7,0,0.0,2,EC+EMC,FSI,1.0,322.7762915,10.9825629,2.396308824144818
row_37,37,10.1016/j.jpowsour.2010.12.040,FSI,1.0,273.0531347,"[""EC"",""EMC""]","[0.3,0.7]",5.943977157,0.7,0.006526935872068318,0.70;0.75;0.80;0.85;0.90,5.9829;3.8356;4.2436;2.1623;1.1238,5,False,True,True,1.1238,5.9829,5,5,0,0.0,0,0.0,0,0.0,1,0.3,1,0.7,0,0.0,2,EC+EMC,FSI,1.0,273.0531347,5.943977157,1.7823784643730802
row_66,66,10.1016/j.jpowsour.2010.12.040,BF4,1.0,283.0889854,"[""EC"",""EMC""]","[0.3,0.7]",2.856573625,0.9,0.019011191748927736,0.70;0.75;0.80;0.85;0.90,9.9003;9.0995;7.0429;4.5278;2.9114,5,False,False,True,2.9114,9.9003,5,5,0,0.0,0,0.0,0,0.0,1,0.3,1,0.7,0,0.0,2,EC+EMC,BF4,1.0,283.0889854,2.856573625,1.0496228733994957
row_13823,13823,10.1016/0378-7753(91)80004-H,BF4,1.0,353.15,"[""EC"",""PC""]","[0.5,0.5]",10.79,0.9,0.37799833908436,0.70;0.75;0.80;0.85;0.90,17.4834;24.8514;23.9448;16.0358;15.7465,5,False,False,True,15.7465,24.8514,5,5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,2,EC+PC,BF4,1.0,353.15,10.79,2.378619779270043
row_13793,13793,10.1016/0378-7753(91)80004-H,BF4,1.0,213.15,"[""EC"",""PC""]","[0.5,0.5]",0.02,0.85,1.6380253692860127,0.70;0.75;0.80;0.85;0.90,0.2460;0.1688;0.1102;0.1029;0.1226,5,False,False,True,0.1029,0.246,5,5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,2,EC+PC,BF4,1.0,213.15,0.02,-3.912023005428146
row_70,70,10.1016/j.jpowsour.2010.12.040,BF4,1.0,332.6559387,"[""EC"",""EMC""]","[0.3,0.7]",10.48660798,0.85,0.1283878059797119,0.70;0.75;0.80;0.85;0.90,19.2166;17.6979;12.6190;9.2231;6.0376,5,False,True,True,6.0376,19.2166,5,5,0,0.0,0,0.0,0,0.0,1,0.3,1,0.7,0,0.0,2,EC+EMC,BF4,1.0,332.6559387,10.48660798,2.3500990126335846
row_13814,13814,10.1016/0378-7753(91)80004-H,BF4,1.0,293.15,"[""EC"",""PC""]","[0.5,0.5]",4.25,0.9,0.10935019335770901,0.70;0.75;0.80;0.85;0.90,10.2492;7.9290;6.8674;5.5684;4.7411,5,False,False,True,4.7411,10.2492,5,5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,2,EC+PC,BF4,1.0,293.15,4.25,1.4469189829363254
row_4375,4375,10.1149/1.1466857,BF4,1.0,222.4457746,"[""EC"",""EMC""]","[0.3,0.7]",0.12987013,0.9,1.1284234852397388,0.70;0.75;0.80;0.85;0.90,1.2600;1.0844;0.7688;0.6487;0.4014,5,False,False,True,0.4014,1.26,5,5,0,0.0,0,0.0,0,0.0,1,0.3,1,0.7,0,0.0,2,EC+EMC,BF4,1.0,222.4457746,0.12987013,-2.041220327859638
