simulation_key,electrolyte_group,original_row_index,duplicate_identity,cluster_id,q_scale,conductivity_ms_cm,conductivity_uncertainty_ms_cm,weighted_permittivity,n_collapsed_simulations,anion_bf4,anion_clo4,anion_fsi,anion_pf6,anion_tfsi,frac_dec,frac_dmc,frac_dme,frac_ec,frac_emc,frac_pc,has_dec,has_dmc,has_dme,has_ec,has_emc,has_pc,salt_conc,salt_conc_x_weighted_permittivity,salt_conc_x_weighted_viscosity,solvent_entropy,temperature,weighted_viscosity_mpa_s_25c
"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)|q=0.9","('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",3786.0,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",2.0,0.9,0.0786,0.0385,7.2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,3.6,0.195,0.0,342.1636336,0.39
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)|q=0.7","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",119.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",2.0,0.7,7.3479,1.8302,11.69,1,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.69,0.7210000000000001,0.3250829733914482,298.0,0.7210000000000001
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)|q=0.75","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",119.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",2.0,0.75,6.6875,0.9782,11.69,1,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.69,0.7210000000000001,0.3250829733914482,298.0,0.7210000000000001
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)|q=0.8","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",119.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",2.0,0.8,6.8331,2.4289,11.69,1,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.69,0.7210000000000001,0.3250829733914482,298.0,0.7210000000000001
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)|q=0.85","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",119.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",2.0,0.85,4.9931,1.0047,11.69,1,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.69,0.7210000000000001,0.3250829733914482,298.0,0.7210000000000001
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)|q=0.9","('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",119.0,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",2.0,0.9,3.2961,0.6513,11.69,1,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.69,0.7210000000000001,0.3250829733914482,298.0,0.7210000000000001
"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)|q=0.7","('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",13616.0,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",5.0,0.7,0.1285,0.0218,76.95,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,76.95,2.215,0.6931471805599453,213.15,2.215
"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)|q=0.75","('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",13616.0,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",5.0,0.75,0.1458,0.0291,76.95,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,76.95,2.215,0.6931471805599453,213.15,2.215
"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)|q=0.8","('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",13616.0,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",5.0,0.8,0.1375,0.0948,76.95,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,76.95,2.215,0.6931471805599453,213.15,2.215
"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)|q=0.85","('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",13616.0,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",5.0,0.85,0.0971,0.0341,76.95,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,76.95,2.215,0.6931471805599453,213.15,2.215
"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)|q=0.9","('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",13616.0,"('Li', 'PF6', 1.0, '[""EC"",""PC""]', '[0.5,0.5]', 213.15)",5.0,0.9,0.0714,0.0126,76.95,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,76.95,2.215,0.6931471805599453,213.15,2.215
"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)|q=0.7","('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",10873.0,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",6.0,0.7,8.8439,1.7048,32.473,1,0.0,0.0,0.0,1.0,0.0,0.0,0.63,0.0,0.27,0.0,0.1,0.0,1.0,0.0,1.0,0.0,1.0,0.388663968,12.621085032864,0.4421829963936,0.8748608452408524,333.0,1.1377
"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)|q=0.75","('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",10873.0,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",6.0,0.75,10.5148,0.4449,32.473,1,0.0,0.0,0.0,1.0,0.0,0.0,0.63,0.0,0.27,0.0,0.1,0.0,1.0,0.0,1.0,0.0,1.0,0.388663968,12.621085032864,0.4421829963936,0.8748608452408524,333.0,1.1377
"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)|q=0.8","('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",10873.0,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",6.0,0.8,11.974,2.4536,32.473,1,0.0,0.0,0.0,1.0,0.0,0.0,0.63,0.0,0.27,0.0,0.1,0.0,1.0,0.0,1.0,0.0,1.0,0.388663968,12.621085032864,0.4421829963936,0.8748608452408524,333.0,1.1377
"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)|q=0.85","('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",10873.0,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",6.0,0.85,9.574,1.4616,32.473,1,0.0,0.0,0.0,1.0,0.0,0.0,0.63,0.0,0.27,0.0,0.1,0.0,1.0,0.0,1.0,0.0,1.0,0.388663968,12.621085032864,0.4421829963936,0.8748608452408524,333.0,1.1377
"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)|q=0.9","('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",10873.0,"('Li', 'PF6', 0.388663968, '[""EC"",""PC"",""DMC""]', '[0.27,0.1,0.63]', 333.0)",6.0,0.9,11.8359,2.5263,32.473,1,0.0,0.0,0.0,1.0,0.0,0.0,0.63,0.0,0.27,0.0,0.1,0.0,1.0,0.0,1.0,0.0,1.0,0.388663968,12.621085032864,0.4421829963936,0.8748608452408524,333.0,1.1377
