salt,concentration_molkg,temperature_K,alpha,permittivity,viscosity,coordination_number,diffusivity,activity_coefficient,conductivity_mScm,solvent_EC,solvent_PC,solvent_DMC,solvent_EMC,solvent_DEC,solvent_DME
TFSI,0.7739608046590567,279.7536593842237,0.8041985364328612,41.59461675314134,4.731701514385283,4.556045365908032,0.05912326856073206,1.365074591841493,113.53179839791531,0.09257851492132962,0.49359880929262023,0.0036104419546812974,0.07592052157349782,0.3333785028726961,0.0009132093851749678
PF6,1.4613147928798516,285.64392822395666,0.7560573385218963,33.189522269196765,6.199996681520445,5.762094432618541,0.04607162598575896,1.737450634967517,96.57317254072004,0.3458068178282197,7.642073054617838e-05,0.31790365511282054,0.03244514698575763,0.26732599917985655,0.03644196016279943
BF4,0.403409169331706,328.5465508749105,0.8010032866385102,8.81505028759039,3.2963255637688906,3.8078301762370197,0.0996705405819391,1.1753500701284514,36.99987372670235,0.04705350591719169,0.0015599831629116005,0.23028566242955414,0.14365533415854542,0.18195337352258087,0.3954921408092163
TFSI,2.3225880347279384,305.36524896519757,0.926099219744363,25.378821745109224,7.633731499089526,8.377367416872843,0.040002094519779534,2.931380531943986,133.21219244651815,0.05105570933674295,0.29074792867690974,0.07499851132444878,0.0723176940976485,0.5079757278921976,0.0029044286720525327
BF4,0.2792832835153544,313.4051384711263,0.9998475091286317,37.11288967744858,3.186372356407155,3.6981017384102315,0.09835797685130286,1.1498371776305845,86.19660974161671,0.18079274243329294,0.2827718851497633,0.2933182137026933,0.020213819932619247,0.01912041282183585,0.20378292595979539
FSI,1.8037492807692694,306.87478239678774,0.8019092930234799,19.95188662021258,6.493644902357758,6.616108276333238,0.04725770919277793,2.0610625592209457,112.35397496730796,0.18293801632237197,0.006226507470960139,0.3917988105585878,0.09203346238852177,0.1643585719826036,0.16264463127695464
PF6,0.22572953209981686,329.23767729892296,0.805620563032185,44.96178714552449,2.9364599241184366,3.4546308818581153,0.11212060978416534,1.0951881515109436,63.83856175104295,0.3914853563996736,0.12155126127261404,0.1794618095831565,0.19059365231354455,0.028325074081689786,0.08858284634932159
FSI,0.5532290939798401,317.2712545519095,0.7869867283261779,13.783852114884944,3.713588188327146,4.088459886715125,0.08543522826499246,1.2432040736147578,66.34510098289093,0.10050584815223161,0.008094691901830518,0.04221509551130886,0.11096017333904414,0.3551293579259446,0.38309483316964027
PF6,2.033703042226123,328.278241341791,0.7751903802803433,42.67866366934304,6.551454809605247,6.941267586701398,0.05010768613720639,2.1995515910512915,148.14343612279893,0.3956128622193389,0.06952732056235748,0.14548587977700456,0.002321915626072283,0.15362902505217196,0.2334229967630549
PF6,1.69686820960128,280.30637817141985,0.982648567719226,19.221074298956363,6.874761270354999,7.168562789432462,0.04077325264808001,2.3018486429209184,100.03536206194096,0.11604491287357345,0.0830285827138932,0.35553535277177334,0.12119949375706773,0.08732050282213866,0.23687115506155368
BF4,0.839899448959196,278.67204964333104,0.9015626548625354,21.786371451039003,4.906233951820325,4.893054942553083,0.05679958444295901,1.4602548693173707,85.34693987800347,0.17288312546956552,0.04653472999934996,0.2025990165853826,0.19703439158262204,0.16809054943132437,0.21285818693175546
TFSI,0.9119500687165432,304.29040836358627,0.8907526900215897,12.17992337089321,4.635607955289678,5.030804942186586,0.06564196353497957,1.5010441837650632,87.21312257091326,0.016318180943368083,0.11626597726037577,0.021710087076538383,0.12238227000667123,0.5650471811631608,0.15827630354988576
PF6,0.7631659185455466,315.5034750376371,0.771120223919268,19.450503594693167,4.167957779194485,4.47123168499099,0.07569737788913312,1.3421144754003835,75.91594388317993,0.14718800243435598,0.046063965514343205,0.1588229360617358,0.028968560688216502,0.4114627107388061,0.2074938245625424
TFSI,1.8058375628507468,288.8805450001067,0.9272361297554045,6.827984771112506,6.90607665001373,7.186094581861647,0.0418299071440993,2.3099339160925028,73.35293528502987,0.03729481060660957,0.00663903751275054,0.07565846192817656,0.19124067200081496,0.6188148983749963,0.0703521195766521
TFSI,1.5126803940765663,290.9068286204655,0.7853223167717751,4.63896491129537,6.198552729770188,5.969854179028626,0.046931411460502476,1.8111659982612844,46.642560643782815,0.009084073745819328,0.011928949893975882,0.03827351995109505,0.28051556107447223,0.6054035360052032,0.05479435932943429
FSI,2.4663384929869108,313.24761919638735,0.9044464840971386,38.148967483830695,7.746988222933243,8.576677946438618,0.0404347612494217,3.050591753336453,159.80347481058,0.22621493260472503,0.23740117722184742,0.21640825865212518,0.023845096809800084,0.11235292870982702,0.1837776060016753
FSI,1.923884448338022,328.59804645809464,0.8652452061753677,21.436971913657086,6.326721567487087,7.1615794903995385,0.05193812355308227,2.2986359874561217,135.19611304132184,0.010932764103048123,0.2732712462308254,0.16518894691010458,0.1578006066914408,0.25154155933875355,0.1412648767258276
TFSI,1.3397300495508488,308.1887846957641,0.7879159271948611,30.0259675941919,5.484025512473059,5.638986610456685,0.056197547585219804,1.6951942263610134,142.3702710990813,0.05498948156394445,0.34873449105375615,0.03439491794878762,0.15882180919411606,0.24375109277491094,0.15930820746448482
FSI,1.2258729542287494,296.3529613632927,0.7954857388191882,19.32488686170513,5.450764604097218,5.437911131732794,0.05436906248722075,1.6283744159198519,105.30496803536586,0.11165161094463061,0.09605275033918892,0.10890886380474069,0.03891830793779859,0.4661003119992583,0.17836815497438274
PF6,0.9762263246842089,307.8246446697518,0.9022019523013985,13.104320737038325,4.7196998530340375,5.20188324004528,0.06522123318326442,1.5532921527440775,84.81453499575343,0.005594553946538866,0.1457361790810128,0.1141309792711823,0.051856805285662416,0.5193888148815643,0.16329266753403912
BF4,0.6720976560699652,298.85600817191346,0.8867033650601277,12.3253758974519,4.195873199125454,4.489878133215656,0.07122617724344102,1.3471289534246826,61.79126963061476,0.058724767104587204,0.06206397639671796,0.39805394640077185,0.16679699489029698,0.21635425025357463,0.09800606495405129
BF4,1.0976351260763892,287.68816420256087,0.7924851478402668,42.7107237636669,5.328451700980569,5.174648837908293,0.05399094903114521,1.5448545562697076,104.43916358583137,0.33022610549431786,0.17649664723944392,0.3611017055941582,0.12214666697514304,0.0008774583889587021,0.009151416307978118
FSI,1.6867821875340487,283.64145074203213,0.9844263581339949,24.55943464178023,6.7655548405367725,7.151282114598592,0.0419243443335282,2.2939068751538167,134.53792868386245,0.06031530252102975,0.257240666353193,0.08451703377819841,0.2634702163526876,0.23673556173315186,0.09772121926173956
TFSI,0.8224045989489459,288.55165067055805,0.7905449837359462,45.617307520868486,4.689102692961332,4.625369575751154,0.06153664561531017,1.384132950594757,131.43476854944242,0.24374335992324886,0.3374523680923788,0.13266793313237124,0.13136735176510583,0.03646394544241161,0.11830504164448359
BF4,1.7844631183743207,326.804986174168,0.8566989054160945,17.39386569899366,6.079178737206245,6.821869000666679,0.05375808152736678,2.1476490959149923,92.72891936642573,0.11063249681820402,0.07342426906826638,0.19200230809580096,0.28310937474716996,0.27612698221794346,0.06470456905261517
TFSI,1.066039085432138,290.29024506288533,0.7932559803358242,14.145175736704134,5.207830307833436,5.11410469947694,0.055741110578476596,1.5262609790465356,86.49901071358326,0.003456544622070507,0.1656636564612841,0.3171335030723014,0.37028534149185327,0.006642353249107549,0.13681860110338326
PF6,0.622721760669049,273.04700315957706,0.8996321222608166,9.629385348734436,4.494980092022795,4.400551247821722,0.060744874853650946,1.323275694864413,46.00762941466333,0.013116127437122304,0.07264647739763673,0.19196494770946265,0.28889682677850953,0.18999475995300238,0.24338086072426626
FSI,2.4591306041892453,327.9689194748328,0.7856428205817785,28.431155055908864,7.406624352414533,7.82999576013553,0.04428048512652273,2.627411528987749,133.5109751627936,0.16543284973451194,0.17433949809774776,0.07715417452181239,0.05185042408616901,0.45492922227386867,0.07629383128589028
PF6,2.4691594744529097,311.30311864650264,0.9276903837554824,59.47030385230354,7.79938667869466,8.726538751021764,0.03991379469579058,3.143408592634773,181.88605838918426,0.2298519043501961,0.5822775036376431,0.03521871553342012,0.02982570847958486,0.03270158120314761,0.09012458679600839
BF4,0.7918605805484613,301.01625086401185,0.7934442219455977,29.509297463137784,4.4253165991054475,4.570743005556658,0.06802140459845529,1.369093170198376,84.50211622957309,0.0051199890787965215,0.38933500558585066,0.06104547093323257,0.0017815882091358295,0.08052893342063336,0.4621890127723512
TFSI,0.26176828693078424,304.5455880835581,0.9249805425344119,35.96099712484889,3.23882516366961,3.605326430158851,0.09402964738562977,1.1286985982145314,89.7142284743295,0.008192400876779955,0.5168374247033044,0.185523849016768,0.014983202750451183,0.2155470904948088,0.05891603215788746
FSI,2.3083646543485448,310.0153791751412,0.9820596620280413,21.928667574305102,7.4921173602835145,8.66737953071752,0.04137887385728428,3.1064354340003937,130.65996608011633,0.1678487239006743,0.04137089278702352,0.02543890342530867,0.26968802719633317,0.072934377079498,0.42271907561116234
BF4,2.018492255181138,306.6421566376436,0.7866090436392449,12.398604263629355,6.955441518728891,6.969410656103145,0.04408665586676984,2.211966925451189,70.64179261858544,0.008228922496331142,0.10131463710485292,0.1659484615450533,0.05130350673912915,0.09688142657586196,0.5763230455387715
TFSI,0.5197116805782102,319.0465328532581,0.9192939904158309,12.141040863242871,3.6254368753563457,4.194419561761151,0.08800223085442603,1.269831116319808,87.94801392626913,0.06868295514159277,0.027923429899259694,0.12418284540184914,0.3540628709329566,0.07982955955728131,0.3453183390670606
PF6,0.5777827906848132,280.5551399136615,0.9885270697675019,43.80627757330266,4.259997638976717,4.42788482259437,0.065858050564801,1.330529475003767,130.18204103917398,0.39390804635959004,0.1049164162666197,0.31869420055070374,0.038705918189921015,0.13009023335713515,0.013685185276030434
PF6,1.4793024412656015,292.695608532031,0.950476708372687,21.613234731663088,6.08519090354862,6.515106287654523,0.04809965918429011,2.01984597303059,112.68690317240798,0.07908381732272679,0.187092909589194,0.24255228294212866,0.13196100795876278,0.3127090216205353,0.04660096056665241
BF4,2.0492026686050555,278.781797898702,0.8271871221257512,31.034810234351582,7.741904377240503,7.237685145239563,0.03600946024575803,2.3338914602822314,87.89821858811095,0.044707343072611955,0.3873176338842504,0.12211157415798979,0.028175309552646816,0.36879820431492827,0.04888993501757283
PF6,0.6341914650864304,316.514443742757,0.9878855482875706,32.7988226489293,3.889105919290354,4.566271458015515,0.08138488647810124,1.3678693244886124,144.58346299813755,0.09051183289600102,0.35216237388342236,0.03394931757521853,0.12864130540299437,0.35628675200293275,0.038448418239430945
PF6,1.311977898099704,303.401439488338,0.830956750615854,40.246961841035834,5.509230761449061,5.72549222771187,0.05507147052386966,1.724778170741338,136.96528599252946,0.38076063436239327,0.06208814989581165,0.19652695029020975,0.1707388233747163,0.11959034062626359,0.0702951014506055
TFSI,1.1684262998901378,278.139802659901,0.8583434791148521,7.56792607022446,5.68918934202468,5.507277738342486,0.04888918015179225,1.6511228104554978,62.237034345049615,0.011053753513193137,0.01810982133144059,0.029232853081910416,0.044532267123298594,0.29187702017348166,0.6051942847766756
TFSI,1.3430529890582938,300.3156889346717,0.7566197753262409,32.30504597323356,5.632994593794656,5.540451127081306,0.053313683145640056,1.6621138990724031,118.17532282941004,0.18914059183996382,0.19735529347150585,0.2949069311152826,0.0875180822029957,0.08107862223448101,0.15000047913577103
BF4,2.3467932207433404,326.40367278129264,0.8865135166870199,39.24164871589739,7.2138762634977205,8.201159777646092,0.04524664145306986,2.8298733429979834,145.039973714603,0.3751663584263181,0.05699502184882304,0.03651889296080792,0.04156620563845266,0.4519274114879165,0.03782610963768177
BF4,0.22867101762712874,297.74003009811,0.9269202275200192,26.790272660099696,3.2400559084482303,3.5298994792154312,0.09189348533208107,1.1117995244897505,47.439314467696455,0.20790142240564063,0.07198387458265333,0.36881018691124046,0.011638078546878662,0.04244326160013936,0.29722317595344755
TFSI,0.8324330098253678,274.4934845987042,0.8106685107387568,15.299270342178446,4.969481412080045,4.68706807091228,0.05523584089306638,1.4013185491146412,75.98920312346694,0.05196804369616126,0.09656685765656398,0.07318073540462439,0.07869243540725271,0.2607683479552775,0.43882357988012005
TFSI,2.090078036558361,281.9832862574433,0.7758775670775147,15.662486097537798,7.742645788301486,7.054111655017625,0.03641949973786704,2.249757271364842,75.39005112545405,0.060459387020737373,0.10806180791842153,0.4283200308386218,0.06981998006652496,0.15848536355963685,0.17485343059605746
BF4,0.2890619828266912,291.7497880771601,0.8738728353171705,48.464313839212764,3.4428787224741613,3.63150853628791,0.08474007120050382,1.1346244410758382,65.37183894433734,0.4731133001995534,0.0687134977948163,0.38459366869461226,0.05803440880171072,0.0050158328104724014,0.010529291698834846
TFSI,1.5458399897749975,306.996650669778,0.8286749784092833,46.23317221926144,5.942906963464544,6.202497300377507,0.05165765719657299,1.8974283323759111,172.8858226701395,0.25604912841955974,0.3350633177039158,0.16579155767652323,0.11194376195990322,0.08360614424805654,0.04754608999204158
TFSI,1.1759737865229263,273.57737222846316,0.978849234272408,24.35223544188936,5.810527587462072,5.877752601155977,0.047083051945022526,1.7781091425717224,143.50073447868536,0.2133434694153189,0.038889348655908464,0.023266778900594767,0.6240478805941525,0.009474229121048899,0.09097829331297645
TFSI,1.7760690938431558,304.29174979217925,0.9861324164631564,17.148213411393836,6.4884056300074295,7.378598268292699,0.046897769212346674,2.4006022746882456,137.38534171307012,0.14433049161793837,0.022784071482081076,0.42112011832824836,0.22936327541852836,0.13346372102256415,0.048938322130639776
PF6,0.3719975287229035,279.27969257104957,0.9229892746124272,9.623125215204187,3.7988821010669507,3.8583743229839205,0.07351628324885663,1.1872917398724216,40.85109525425282,0.03016699670490609,0.038424534176628555,0.33388804635134184,0.01259435241350391,0.19100320739973137,0.3939228629538884
BF4,1.3865674613621688,287.3475065797176,0.8764938759777832,10.123224833794335,5.9916470664861,6.0382947212850056,0.04795801611663307,1.8361278856334748,53.559539253105015,0.01908597970732888,0.06896183488566708,0.0495456912666347,0.2840525436085319,0.2822672172473527,0.29608673328448465
FSI,2.00960943765177,276.26626840881,0.962570921288846,31.798041764550284,7.724311818313039,7.83597901957806,0.03576580993970613,2.6305575079011856,138.5271460691922,0.06092800456686179,0.3630220217614924,0.05283244694689444,0.02316602335209947,0.2523355218509904,0.24771598152166144
TFSI,2.220485957410772,325.6845162863477,0.9554032842528509,50.919162873726854,6.974690118470076,8.303648940868968,0.04669519516342151,2.8884781974954064,223.83247334500257,0.2493093100602867,0.4165197748957232,0.031891404871331845,0.006153798735347865,0.19061389388400604,0.10551181755330431
PF6,0.8072775152339122,283.7079372469828,0.7601079828482509,9.75022021109615,4.738238474534729,4.534045209257993,0.059876247000176894,1.359081415620288,41.342953932876306,0.01621599531341524,0.0672304570490115,0.13917662801080544,0.4956382564831757,0.002764114411994924,0.27897454873159716
TFSI,1.7913232172339828,304.87680703595424,0.7502481160126573,27.96259975709338,6.508787233447067,6.359842172248819,0.046840800920525845,1.958087897261404,111.9330952115396,0.19713712445978082,0.09729523577785511,0.1486152175342671,0.07515911827355505,0.055492401305374875,0.4263009026491671
PF6,2.015983869201508,273.382799697313,0.822049825300141,39.200891840242434,7.828570178463377,7.143097968712505,0.03492116612167531,2.29015521270365,101.9013461248015,0.20821743180374025,0.2791834914325471,0.15336316007487402,0.0008339805194725868,0.16561121077550855,0.19279072539385758
FSI,1.228388765560825,304.4829667637199,0.8523755842160972,21.232800620129257,5.31079688276855,5.617621479223496,0.057332820946635624,1.6879660709855298,111.47115070193945,0.15194532674815567,0.06436046350218055,0.09021587462644606,0.10489106412546019,0.3292859277922861,0.2593013432054715
TFSI,2.1281442599805853,305.0899877977835,0.9249952554555654,34.655425921725595,7.224654477451549,7.921308358517591,0.04222900745634026,2.6758355098305504,179.38334749912426,0.16288911360325103,0.26460619276151587,0.10996375125620543,0.1269840427463917,0.07519315714279383,0.260363742489842
BF4,0.4970135629058675,319.53235313682217,0.9292642416101362,11.389579741055673,3.5738244884239396,4.154642329009182,0.0894090781939144,1.2597691196521006,62.70391077363875,0.03504655073553284,0.06294817003429058,0.3277803224629645,0.00038306382408937807,0.22099833305063943,0.3528435598924832
BF4,1.5043515406242223,301.3038525714861,0.9524841184279271,34.458356486633356,5.963819433623386,6.582177377442891,0.05052196095555253,2.0471231692583314,138.3044542203867,0.22608990737652554,0.1767909630390496,0.2926986393173679,0.0005054590777921707,0.10203370330462637,0.20188132788463847
BF4,1.9373545448182072,307.73747400432717,0.793042665920731,27.89961966064475,6.7592005781068565,6.8410120326406885,0.04552867908685727,2.1558873594484345,91.4317378929226,0.07959805465073079,0.28332589277685966,0.17138196788593296,0.20247669393421472,0.1584385198394603,0.10477887091280158
FSI,0.44974905998957204,281.75111276054395,0.9594043232138718,34.14636657044447,3.9436496726305132,4.078727981288426,0.0714442549793245,1.2407866780703098,113.07120186667325,0.12623125357479847,0.31374260630105355,0.017123508916198776,0.32185875416466797,0.04913144654774859,0.17191243049553254
FSI,0.7250824294513429,306.75408585826153,0.7886111608713465,11.406115156658094,4.201529669757101,4.429520241042599,0.07301009631475376,1.3309647406739038,62.694049323941954,0.0631451960275061,0.033189728330032,0.4119800339551353,0.04784672439610177,0.22940931518637803,0.21442900210484667
BF4,2.494590324522511,279.5233831813544,0.9629912589003977,52.99204413330197,8.761999541363243,9.005671692631712,0.031901780165793585,3.323885196118746,134.13772740663762,0.28681012667635936,0.39936101654633044,0.08588363284191536,0.0443954103009649,0.11175662060872386,0.07179319302570618
FSI,2.329437011418136,308.4934066282945,0.8785798332786708,21.89560400172077,7.572551668375867,8.116490952812278,0.040738369328876305,2.7823563888499656,123.30602660997982,0.13707003801159726,0.10899877693960512,0.16324393801002895,0.03438144034476941,0.4827040599223879,0.0736017467716115
TFSI,2.125563563476474,290.4861227639007,0.9404870446410438,37.431730785677026,7.584982556692961,7.997662485026687,0.038297533394796905,2.7170113205701654,157.38661699632803,0.35583328701753525,0.05382254562043607,0.2554299411591644,0.2546166315420274,0.045457479747976995,0.034840114912859876
TFSI,1.914146695955516,277.2015879393642,0.9414347768787652,17.913313086782768,7.470670425743065,7.505110669050267,0.03710531614193013,2.462118439938479,106.80020308986971,0.08699803151126217,0.11605350194246043,0.20406859673004954,0.0367169698428946,0.49698112614036105,0.059181773832972275
TFSI,0.8729675566529842,318.82131619760577,0.8320177856402353,28.45949716981944,4.3520077531051164,4.815811333555456,0.07325844398372906,1.4378691586116845,141.13817033255515,0.21610981485422145,0.10450201511193591,0.5303003445438117,0.011468260571261112,0.09072359820379233,0.04689596671497739
BF4,0.4990574885411769,301.5689206116925,0.8050120801191519,16.47971482045619,3.7838082878905506,4.004368267373931,0.07969984144725664,1.2224703071900074,49.771412643388224,0.10841324353417216,0.05172182822180286,0.18388993987551694,0.2202713981850035,0.22476040807710965,0.210943182106395
FSI,1.6145560783777584,323.7447022178386,0.9006391913814256,15.545817688845847,5.7888052934231515,6.635331202175275,0.055925996092087496,2.0690017414193744,121.60335487229071,0.03244398468255596,0.15282911218965092,0.23084063375957162,0.19032458423833848,0.31935750269099733,0.07420418243888581
PF6,1.2371051144728387,320.62424313356667,0.9171108926764434,38.07458552221774,5.0715708479347485,5.836406439671947,0.06321990814032138,1.763466171527943,172.10403519906566,0.3872377403137166,0.017380760256830607,0.19500794547670755,0.28346943374378064,0.04175052860835399,0.07515359160061047
FSI,1.5547478880935002,276.5232817810878,0.9555318184760266,47.600102613711464,6.639719456890984,6.71402769195436,0.041646832155551414,2.1018239983664775,156.73935455073885,0.062213174715502965,0.6277098340491181,0.05336512411810594,0.04992921988657653,0.1361228218071694,0.07065982542352711
FSI,0.3191517659717089,316.0850306570752,0.8375108055932448,37.89255018500187,3.243014644654861,3.6682326315636815,0.09746642099752673,1.1429887317901155,88.33633063660596,0.30157799276909525,0.13487747458922986,0.2000859321119671,0.010761766090507392,0.2701057534287077,0.08259108101049253
BF4,0.390753312596798,282.0362116598091,0.8542632208490369,55.998058811588365,3.8026763453962,3.834515458440928,0.0741678191995653,1.1816397490464094,79.95687348389036,0.48770374101208575,0.1687760177785631,0.04921414487642068,0.15730181703444018,0.1072040299517404,0.029800249346749918
PF6,1.1655642904283072,285.03959668296403,0.7821471272813008,8.270966981246714,5.536013850760024,5.279106903550421,0.051488237632178566,1.5774685532876773,47.682075299743225,0.012853460363841447,0.060445243176469654,0.08558940061498244,0.5120796697473011,0.22200556749038938,0.10702665860701602
PF6,1.514486343094135,288.8552501818593,0.7633336604268569,21.971690397534235,6.248202160933454,5.8901460098513265,0.04623013832489466,1.7825219759789603,88.89038276322417,0.06432403521717422,0.21593873555636856,0.0016601336160112841,0.32228312472320336,0.38069021558663435,0.01510375530060827
TFSI,2.390257587365732,308.06272862934003,0.8453525571007257,28.772341331435484,7.711699055134082,8.051525909022583,0.039947452101913465,2.746439050359226,136.5617516756326,0.07331628205861151,0.3036772837661952,0.2332559614252823,0.199921390453604,0.052602033366434084,0.137227048929873
PF6,0.25698911287167264,297.5115144697947,0.970836317675742,24.455080150659576,3.3046629208699345,3.623735910057726,0.09002779454174298,1.1328620089649377,56.817744587925056,0.01894392018227473,0.318424642683616,0.3360931537587497,0.22783504441540323,0.07952780800325676,0.019175430956699588
TFSI,1.2097807581246227,314.84911888844,0.9668994663932982,38.59203882302083,5.102680662070169,5.924340923708943,0.06170268918233754,1.7947543940331754,213.2446166885586,0.2553982849615915,0.20567134312147187,0.021242677407451685,0.06911691770112909,0.2870982965372662,0.1614724802710896
FSI,1.2929769706104728,309.382360363015,0.8787349303931932,34.69518296606972,5.364835850273678,5.840460070673489,0.05766856041778657,1.7648964394560596,151.92618685739504,0.17346615698592627,0.24037347443736887,0.1232062480079318,0.01263041909188931,0.0433835575058279,0.40694014397105577
FSI,1.9409148445892181,326.36787408986595,0.9767256045138828,33.3787991155042,6.400475148708256,7.739353062228433,0.05099119463900013,2.5802095393699727,181.96186285775963,0.19345217167681883,0.20664011886967953,0.16532357874809686,0.18300404000390247,0.07269626619215457,0.17888382450934773
TFSI,0.6346088837052795,321.8202720513907,0.8776891216871288,46.67147035722249,3.8296526012548258,4.39247328438534,0.08403380294754227,1.3211395463661229,190.95218908790807,0.025052731374252294,0.6605586475054054,0.09895772581247088,0.06879938842694593,0.017864942402835333,0.12876656447809032
TFSI,1.376521614266589,298.69204250564235,0.9378280361507857,24.327417554168285,5.7367668740751405,6.227351405566861,0.05206626817196512,1.9068835897753336,138.53462236023356,0.1080674755419723,0.1893627012362435,0.5523093903046211,0.010842094792382075,0.09102211698965429,0.048396221135126746
BF4,0.7719878758120895,276.32961963461327,0.9475074422909789,13.919010118106119,4.7903214579027305,4.828660644225897,0.057684984622220783,1.4415690361675648,65.32098712345119,0.11218943261207584,0.020082999816103647,0.03822264217899736,0.04529922316473516,0.768245558432017,0.01596014379607091
BF4,2.0809766326615877,318.16823071910517,0.8728258831749749,33.81917198568944,6.841584799251093,7.540825668173339,0.0465050481803475,2.479768312998313,132.9159274965869,0.24006570124441226,0.14620880232165648,0.15084813343126977,0.11240944661776851,0.137148867121292,0.21331904926360085
TFSI,1.4070657315011685,325.88791885139034,0.990056501130742,51.117228329112194,5.336877524630148,6.482686437477537,0.061063405961142944,2.0067917196944753,272.5672089499711,0.27057512843558984,0.3939328968026965,0.011079515286009776,0.059119489600763304,0.21838134546046417,0.04691162441447623
PF6,1.4933578371608107,310.2261337793384,0.9122279577739593,44.007849834560425,5.7723289166241285,6.405706925047358,0.053743668848442915,1.9761319729180817,173.4866071706184,0.2654400796929096,0.2766771710090882,0.0809285688833632,0.17700123191059564,0.01800547386435564,0.1819474746396877
TFSI,0.5621294999299407,310.9676745533516,0.9073963541181489,19.00441888409941,3.8041387592187155,4.275185646946715,0.08174456670377013,1.2905095358143646,107.8597748451882,0.16899447165799952,0.019796308870195817,0.0671915287397471,0.6877894886015022,0.03673403387432344,0.01949416825623225
BF4,1.0975948465785494,297.3853871336877,0.8199564795986968,21.07902136512809,5.150221817065256,5.249950016065547,0.05774224833351865,1.5682965074858377,82.91824985605737,0.0944863938666667,0.1404449752871379,0.11534672773298182,0.2541524885187826,0.11597157053888071,0.2795978440555503
FSI,0.8227044165269397,291.6869962146462,0.9839016966174353,28.784795703992227,4.637662303904695,5.023650678088783,0.06289526427335154,1.4988979463035725,133.04689613327278,0.1556684547073212,0.17795413877821248,0.1727521049334948,0.005853851761849643,0.19094467023504605,0.2968267795840756
FSI,1.7768621346071938,275.27668972992876,0.9487568518240387,22.236130678202578,7.200824363999717,7.214525312388156,0.038228496601884286,2.3231059514015153,111.3556808401217,0.13789074835699008,0.10466160808843442,0.17049842362586806,0.22146203262643013,0.17827961750183074,0.18720756980044648
BF4,1.8225334618395284,286.46725190486484,0.8208264597967064,22.294179918481834,7.004823788841441,6.739959223356939,0.04089571137552411,2.1127530174928335,80.59528970244469,0.16793413960572331,0.06307464166229754,0.11085112968477133,0.37767641486988723,0.09196941859620142,0.18849425558111915
TFSI,1.2063336205744604,313.25591436594505,0.7703606203102045,26.587421600036937,5.120283063737218,5.32327979061699,0.061179413416512216,1.591466563546406,113.76023510027956,0.16252885881776089,0.12248157072036286,0.10062435041770885,0.04052420215700788,0.1264951765674602,0.44734584131969923
FSI,1.6262590465788826,299.62141395759437,0.8426570653764083,41.175351377459165,6.262694377986871,6.425946689329992,0.047842253808640586,1.9841474742233198,148.14251677648699,0.41922946336985256,0.025570665938846278,0.1539952336753644,0.1595822547610777,0.20404709759019987,0.03757528466465926
PF6,1.8501984477325084,325.1321569291904,0.9282215728580252,11.36436651017416,6.240275251437204,7.2934852831343635,0.052102214057674595,2.360083634192764,86.836105865876,0.07219875937797349,0.019557712250964688,0.0008525574372315542,0.6880906467928487,0.011492062877606247,0.2078082612633754
BF4,1.72562514255721,302.40398796520884,0.8807919901860949,19.453051813757853,6.419633358130211,6.799792009070321,0.04710611511516093,2.138187273935037,94.70564620666397,0.0032440400953066394,0.2587513576685341,0.20744448476830424,0.3113271485296586,0.1801232544371278,0.039109714501068614
FSI,2.063670084786115,313.17778767441075,0.882586254402713,34.58078245209841,6.909070774780182,7.553417126135766,0.04532849610074732,2.4860209623850227,167.81647327996575,0.18627915078032034,0.24462673091771786,0.2211021393866461,0.18720800104495305,0.10628492948715916,0.05449904838320369
PF6,1.0886600534087272,295.56702270532,0.826227836321229,22.106425585100265,5.1625611370327436,5.248703101043116,0.057252014041077576,1.567905449754478,89.87286431130373,0.12793009391820093,0.10734799128662381,0.09568465309236897,0.17317267012812057,0.1731134841289941,0.3227511074456916
FSI,2.322769865632402,284.819139982508,0.8900143690590576,27.34987115025975,8.194782045973772,8.168246391075535,0.03475615805089584,2.8113063771583438,114.54351305538742,0.07069383713130618,0.2739102200984826,0.17589658384780507,0.04052108149739138,0.142417066239743,0.2965612111852718
TFSI,1.3433085221551755,288.0223307725885,0.8356720450944579,24.468123337486077,5.878942128869517,5.806413449755573,0.04899220377731007,1.7529195111209437,113.64658617063587,0.06419227150168982,0.2564245729166364,0.1424653608159068,0.29879174663028746,0.23069481958213922,0.0074312285533402545
FSI,0.6089732673047484,323.25800712666194,0.8024401651533533,13.636758961053582,3.761929665407348,4.2216615229749985,0.0859287748251027,1.2767685360541037,71.59779872331318,0.0652618869045703,0.0382096555397734,0.0389585798703046,0.04503436300230673,0.186971137449721,0.625564377233324
FSI,1.564682288446214,329.3774422974087,0.9867290571059951,25.58667756314974,5.59859137433602,6.859793697872458,0.05883219907908927,2.16400081926947,201.8271636035003,0.14979385870141163,0.15329886864066963,0.18655082761656958,0.35500001926118596,0.13691249724347232,0.01844392853669074
FSI,0.4078254164132613,301.38415085038395,0.7895419659130141,23.633683378875183,3.5886301494213284,3.80498820256055,0.08398306270123226,1.1746821971621828,63.665779288779895,0.20355733313718158,0.01945361844153602,0.09199029147637913,0.152384262192991,0.1179340512256544,0.4146804435262578
