simulation_key,conductivity_ms_cm,conductivity_uncertainty_ms_cm,cluster_id,original_row_index,salt_conc,temperature,q_scale,cluster_rank_in_sampling,source_row_number,weighted_permittivity,weighted_viscosity_mpa_s_25c,salt_conc_x_weighted_permittivity,salt_conc_x_weighted_viscosity,conductivity,cluster_size_x,cluster_sampling_order,cluster_size_y,mean_weighted_permittivity,mean_weighted_viscosity_mpa_s_25c,job_id,folder_name,collection_status,conductivity_raw_line,folder_path,output_file,doi,representative_doi,cation_name,anion_name,solvents,solvent_fracs,selection_reason,composition_summary,duplicate_identity,cluster_id_str,electrolyte_group,n_collapsed_simulations
"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)|q=0.7",3.7865,0.7646,4,23.0,0.201931519,298.15,0.7,1.0,0.0,28.73,1.025,5.80149254087,0.2069798069749999,4.534450652,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank01_row23_q0p70,Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q070,parsed,Ionic conductivity = 3.7865 ± 0.7646 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q070/output_LELiB_MDLab.txt,10.1016/j.electacta.2008.04.023,10.1016/j.electacta.2008.04.023,Li,PF6,"[""EC"",""EMC""]","[0.3,0.7]",representative_row_index from cluster_summary.csv,EC:0.300+EMC:0.700,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",4,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",1
"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)|q=0.75",3.86,0.8675,4,23.0,0.201931519,298.15,0.75,1.0,0.0,28.73,1.025,5.80149254087,0.2069798069749999,4.534450652,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank01_row23_q0p75,Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q075,parsed,Ionic conductivity = 3.8600 ± 0.8675 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q075/output_LELiB_MDLab.txt,10.1016/j.electacta.2008.04.023,10.1016/j.electacta.2008.04.023,Li,PF6,"[""EC"",""EMC""]","[0.3,0.7]",representative_row_index from cluster_summary.csv,EC:0.300+EMC:0.700,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",4,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",1
"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)|q=0.8",3.1459,0.7537,4,23.0,0.201931519,298.15,0.8,1.0,0.0,28.73,1.025,5.80149254087,0.2069798069749999,4.534450652,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank01_row23_q0p80,Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q080,parsed,Ionic conductivity = 3.1459 ± 0.7537 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q080/output_LELiB_MDLab.txt,10.1016/j.electacta.2008.04.023,10.1016/j.electacta.2008.04.023,Li,PF6,"[""EC"",""EMC""]","[0.3,0.7]",representative_row_index from cluster_summary.csv,EC:0.300+EMC:0.700,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",4,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",1
"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)|q=0.85",4.2734,1.1844,4,23.0,0.201931519,298.15,0.85,1.0,0.0,28.73,1.025,5.80149254087,0.2069798069749999,4.534450652,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank01_row23_q0p85,Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q085,parsed,Ionic conductivity = 4.2734 ± 1.1844 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q085/output_LELiB_MDLab.txt,10.1016/j.electacta.2008.04.023,10.1016/j.electacta.2008.04.023,Li,PF6,"[""EC"",""EMC""]","[0.3,0.7]",representative_row_index from cluster_summary.csv,EC:0.300+EMC:0.700,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",4,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",1
"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)|q=0.9",3.3376,1.0435,4,23.0,0.201931519,298.15,0.9,1.0,0.0,28.73,1.025,5.80149254087,0.2069798069749999,4.534450652,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank01_row23_q0p90,Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q090,parsed,Ionic conductivity = 3.3376 ± 1.0435 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_0p201931519M_EC0p3EMC0p7_T298p15_q090/output_LELiB_MDLab.txt,10.1016/j.electacta.2008.04.023,10.1016/j.electacta.2008.04.023,Li,PF6,"[""EC"",""EMC""]","[0.3,0.7]",representative_row_index from cluster_summary.csv,EC:0.300+EMC:0.700,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",4,"('Li', 'PF6', 0.201931519, '[""EC"",""EMC""]', '[0.3,0.7]', 298.15)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)|q=0.7",8.505,1.7758,4,120.0,1.0,298.0,0.7,2.0,71.0,20.28,0.852,20.28,0.852,9.066666667,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank02_row120_q0p70,Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q070,parsed,Ionic conductivity = 8.5050 ± 1.7758 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q070/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.2,0.8]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.200+DMC:0.800,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",4,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)|q=0.75",7.6935,2.1585,4,120.0,1.0,298.0,0.75,2.0,71.0,20.28,0.852,20.28,0.852,9.066666667,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank02_row120_q0p75,Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q075,parsed,Ionic conductivity = 7.6935 ± 2.1585 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q075/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.2,0.8]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.200+DMC:0.800,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",4,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)|q=0.8",8.3457,0.8457,4,120.0,1.0,298.0,0.8,2.0,71.0,20.28,0.852,20.28,0.852,9.066666667,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank02_row120_q0p80,Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q080,parsed,Ionic conductivity = 8.3457 ± 0.8457 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q080/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.2,0.8]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.200+DMC:0.800,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",4,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)|q=0.85",6.2026,0.6254,4,120.0,1.0,298.0,0.85,2.0,71.0,20.28,0.852,20.28,0.852,9.066666667,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank02_row120_q0p85,Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q085,parsed,Ionic conductivity = 6.2026 ± 0.6254 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q085/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.2,0.8]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.200+DMC:0.800,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",4,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)|q=0.9",4.1284,0.4839,4,120.0,1.0,298.0,0.9,2.0,71.0,20.28,0.852,20.28,0.852,9.066666667,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank02_row120_q0p90,Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q090,parsed,Ionic conductivity = 4.1284 ± 0.4839 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q090/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.2,0.8]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.200+DMC:0.800,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",4,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",1
"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)|q=0.7",0.9114,0.4021,4,11923.0,3.002,263.15,0.7,3.0,410.0,28.73,1.025,86.24745999999999,3.0770499999999994,0.35,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank03_row11923_q0p70,Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q070,parsed,Ionic conductivity = 0.9114 ± 0.4021 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q070/output_LELiB_MDLab.txt,10.1149/2.0571912jes,10.1149/2.0571912jes,Li,PF6,"[""EC"",""EMC""]","[0.3,0.7]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.300+EMC:0.700,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",4,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",1
"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)|q=0.75",0.5677,0.1205,4,11923.0,3.002,263.15,0.75,3.0,410.0,28.73,1.025,86.24745999999999,3.0770499999999994,0.35,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank03_row11923_q0p75,Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q075,parsed,Ionic conductivity = 0.5677 ± 0.1205 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q075/output_LELiB_MDLab.txt,10.1149/2.0571912jes,10.1149/2.0571912jes,Li,PF6,"[""EC"",""EMC""]","[0.3,0.7]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.300+EMC:0.700,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",4,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",1
"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)|q=0.8",0.2867,0.0354,4,11923.0,3.002,263.15,0.8,3.0,410.0,28.73,1.025,86.24745999999999,3.0770499999999994,0.35,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank03_row11923_q0p80,Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q080,parsed,Ionic conductivity = 0.2867 ± 0.0354 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q080/output_LELiB_MDLab.txt,10.1149/2.0571912jes,10.1149/2.0571912jes,Li,PF6,"[""EC"",""EMC""]","[0.3,0.7]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.300+EMC:0.700,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",4,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",1
"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)|q=0.85",0.2537,0.083,4,11923.0,3.002,263.15,0.85,3.0,410.0,28.73,1.025,86.24745999999999,3.0770499999999994,0.35,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank03_row11923_q0p85,Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q085,parsed,Ionic conductivity = 0.2537 ± 0.0830 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q085/output_LELiB_MDLab.txt,10.1149/2.0571912jes,10.1149/2.0571912jes,Li,PF6,"[""EC"",""EMC""]","[0.3,0.7]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.300+EMC:0.700,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",4,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",1
"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)|q=0.9",0.1365,0.0696,4,11923.0,3.002,263.15,0.9,3.0,410.0,28.73,1.025,86.24745999999999,3.0770499999999994,0.35,126.0,1.0,126.0,28.63107142857144,1.0224404761904766,cluster04_rank03_row11923_q0p90,Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q090,parsed,Ionic conductivity = 0.1365 ± 0.0696 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q090/output_LELiB_MDLab.txt,10.1149/2.0571912jes,10.1149/2.0571912jes,Li,PF6,"[""EC"",""EMC""]","[0.3,0.7]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.300+EMC:0.700,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",4,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",1
"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)|q=0.7",17.0754,1.1903,3,3593.0,1.0,375.3490984,0.7,1.0,201.0,64.9,2.53,64.9,2.53,16.88831057,82.0,2.0,82.0,65.36457317073172,2.5048475609756093,cluster03_rank01_row3593_q0p70,Li_TFSI_1p0M_PC1p0_T375p3490984_q070,parsed,Ionic conductivity = 17.0754 ± 1.1903 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q070/output_LELiB_MDLab.txt,10.1149/1.1344281,10.1149/1.1344281,Li,TFSI,"[""PC""]",[1.0],representative_row_index from cluster_summary.csv,PC:1.000,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",1
"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)|q=0.75",14.5958,3.1998,3,3593.0,1.0,375.3490984,0.75,1.0,201.0,64.9,2.53,64.9,2.53,16.88831057,82.0,2.0,82.0,65.36457317073172,2.5048475609756093,cluster03_rank01_row3593_q0p75,Li_TFSI_1p0M_PC1p0_T375p3490984_q075,parsed,Ionic conductivity = 14.5958 ± 3.1998 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q075/output_LELiB_MDLab.txt,10.1149/1.1344281,10.1149/1.1344281,Li,TFSI,"[""PC""]",[1.0],representative_row_index from cluster_summary.csv,PC:1.000,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",1
"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)|q=0.8",19.2882,1.8258,3,3593.0,1.0,375.3490984,0.8,1.0,201.0,64.9,2.53,64.9,2.53,16.88831057,82.0,2.0,82.0,65.36457317073172,2.5048475609756093,cluster03_rank01_row3593_q0p80,Li_TFSI_1p0M_PC1p0_T375p3490984_q080,parsed,Ionic conductivity = 19.2882 ± 1.8258 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q080/output_LELiB_MDLab.txt,10.1149/1.1344281,10.1149/1.1344281,Li,TFSI,"[""PC""]",[1.0],representative_row_index from cluster_summary.csv,PC:1.000,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",1
"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)|q=0.85",15.4883,1.6369,3,3593.0,1.0,375.3490984,0.85,1.0,201.0,64.9,2.53,64.9,2.53,16.88831057,82.0,2.0,82.0,65.36457317073172,2.5048475609756093,cluster03_rank01_row3593_q0p85,Li_TFSI_1p0M_PC1p0_T375p3490984_q085,parsed,Ionic conductivity = 15.4883 ± 1.6369 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q085/output_LELiB_MDLab.txt,10.1149/1.1344281,10.1149/1.1344281,Li,TFSI,"[""PC""]",[1.0],representative_row_index from cluster_summary.csv,PC:1.000,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",1
"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)|q=0.9",13.5546,3.0465,3,3593.0,1.0,375.3490984,0.9,1.0,201.0,64.9,2.53,64.9,2.53,16.88831057,82.0,2.0,82.0,65.36457317073172,2.5048475609756093,cluster03_rank01_row3593_q0p90,Li_TFSI_1p0M_PC1p0_T375p3490984_q090,parsed,Ionic conductivity = 13.5546 ± 3.0465 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q090/output_LELiB_MDLab.txt,10.1149/1.1344281,10.1149/1.1344281,Li,TFSI,"[""PC""]",[1.0],representative_row_index from cluster_summary.csv,PC:1.000,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",3,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)|q=0.7",7.0089,1.0474,3,126.0,1.0,298.0,0.7,2.0,77.0,63.23,1.507,63.23,1.507,8.886666667,82.0,2.0,82.0,65.36457317073172,2.5048475609756093,cluster03_rank02_row126_q0p70,Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q070,parsed,Ionic conductivity = 7.0089 ± 1.0474 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q070/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.7,0.3]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.700+DMC:0.300,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",3,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",1
"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)|q=0.75",7.8337,1.1243,3,126.0,1.0,298.0,0.75,2.0,77.0,63.23,1.507,63.23,1.507,8.886666667,82.0,2.0,82.0,65.36457317073172,2.5048475609756093,cluster03_rank02_row126_q0p75,Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q075,parsed,Ionic conductivity = 7.8337 ± 1.1243 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q075/output_LELiB_MDLab.txt,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,"[""EC"",""DMC""]","[0.7,0.3]","maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",EC:0.700+DMC:0.300,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",3,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",1
