job_id,folder_name,collection_status,conductivity_mS_cm,conductivity_uncertainty_mS_cm,conductivity_raw_line,folder_path,output_file,cluster_id,original_row_index,doi,representative_doi,cation_name,anion_name,salt_conc,solvents,solvent_fracs,temperature,q_scale,cluster_rank_in_sampling,selection_reason,source_row_number,weighted_permittivity,weighted_viscosity_mpa_s_25c,salt_conc_x_weighted_permittivity,salt_conc_x_weighted_viscosity,conductivity,composition_summary,duplicate_identity,cluster_size,cluster_sampling_order
cluster04_rank02_row120_q0p80,Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q080,parsed,8.3457,0.8457,Ionic conductivity = 8.3457 ± 0.8457 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q080/output_LELiB_MDLab.txt,4,120,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.2,0.8]",298.0,0.8,2,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",71,20.28,0.852,20.28,0.852,9.066666667,EC:0.200+DMC:0.800,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",126,1
cluster04_rank02_row120_q0p85,Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q085,parsed,6.2026,0.6254,Ionic conductivity = 6.2026 ± 0.6254 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q085/output_LELiB_MDLab.txt,4,120,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.2,0.8]",298.0,0.85,2,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",71,20.28,0.852,20.28,0.852,9.066666667,EC:0.200+DMC:0.800,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",126,1
cluster04_rank02_row120_q0p90,Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q090,parsed,4.1284,0.4839,Ionic conductivity = 4.1284 ± 0.4839 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p2DMC0p8_T298p0_q090/output_LELiB_MDLab.txt,4,120,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.2,0.8]",298.0,0.9,2,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",71,20.28,0.852,20.28,0.852,9.066666667,EC:0.200+DMC:0.800,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.2,0.8]', 298.0)",126,1
cluster04_rank03_row11923_q0p70,Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q070,parsed,0.9114,0.4021,Ionic conductivity = 0.9114 ± 0.4021 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q070/output_LELiB_MDLab.txt,4,11923,10.1149/2.0571912jes,10.1149/2.0571912jes,Li,PF6,3.002,"[""EC"",""EMC""]","[0.3,0.7]",263.15,0.7,3,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",410,28.73,1.025,86.24745999999999,3.0770499999999994,0.35,EC:0.300+EMC:0.700,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",126,1
cluster04_rank03_row11923_q0p75,Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q075,parsed,0.5677,0.1205,Ionic conductivity = 0.5677 ± 0.1205 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q075/output_LELiB_MDLab.txt,4,11923,10.1149/2.0571912jes,10.1149/2.0571912jes,Li,PF6,3.002,"[""EC"",""EMC""]","[0.3,0.7]",263.15,0.75,3,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",410,28.73,1.025,86.24745999999999,3.0770499999999994,0.35,EC:0.300+EMC:0.700,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",126,1
cluster04_rank03_row11923_q0p80,Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q080,parsed,0.2867,0.0354,Ionic conductivity = 0.2867 ± 0.0354 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q080/output_LELiB_MDLab.txt,4,11923,10.1149/2.0571912jes,10.1149/2.0571912jes,Li,PF6,3.002,"[""EC"",""EMC""]","[0.3,0.7]",263.15,0.8,3,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",410,28.73,1.025,86.24745999999999,3.0770499999999994,0.35,EC:0.300+EMC:0.700,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",126,1
cluster04_rank03_row11923_q0p85,Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q085,parsed,0.2537,0.0830,Ionic conductivity = 0.2537 ± 0.0830 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q085/output_LELiB_MDLab.txt,4,11923,10.1149/2.0571912jes,10.1149/2.0571912jes,Li,PF6,3.002,"[""EC"",""EMC""]","[0.3,0.7]",263.15,0.85,3,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",410,28.73,1.025,86.24745999999999,3.0770499999999994,0.35,EC:0.300+EMC:0.700,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",126,1
cluster04_rank03_row11923_q0p90,Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q090,parsed,0.1365,0.0696,Ionic conductivity = 0.1365 ± 0.0696 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_PF6_3p002M_EC0p3EMC0p7_T263p15_q090/output_LELiB_MDLab.txt,4,11923,10.1149/2.0571912jes,10.1149/2.0571912jes,Li,PF6,3.002,"[""EC"",""EMC""]","[0.3,0.7]",263.15,0.9,3,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",410,28.73,1.025,86.24745999999999,3.0770499999999994,0.35,EC:0.300+EMC:0.700,"('Li', 'PF6', 3.002, '[""EC"",""EMC""]', '[0.3,0.7]', 263.15)",126,1
cluster03_rank01_row3593_q0p70,Li_TFSI_1p0M_PC1p0_T375p3490984_q070,parsed,17.0754,1.1903,Ionic conductivity = 17.0754 ± 1.1903 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q070/output_LELiB_MDLab.txt,3,3593,10.1149/1.1344281,10.1149/1.1344281,Li,TFSI,1.0,"[""PC""]",[1.0],375.3490984,0.7,1,representative_row_index from cluster_summary.csv,201,64.9,2.53,64.9,2.53,16.88831057,PC:1.000,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",82,2
cluster03_rank01_row3593_q0p75,Li_TFSI_1p0M_PC1p0_T375p3490984_q075,parsed,14.5958,3.1998,Ionic conductivity = 14.5958 ± 3.1998 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q075/output_LELiB_MDLab.txt,3,3593,10.1149/1.1344281,10.1149/1.1344281,Li,TFSI,1.0,"[""PC""]",[1.0],375.3490984,0.75,1,representative_row_index from cluster_summary.csv,201,64.9,2.53,64.9,2.53,16.88831057,PC:1.000,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",82,2
cluster03_rank01_row3593_q0p80,Li_TFSI_1p0M_PC1p0_T375p3490984_q080,parsed,19.2882,1.8258,Ionic conductivity = 19.2882 ± 1.8258 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q080/output_LELiB_MDLab.txt,3,3593,10.1149/1.1344281,10.1149/1.1344281,Li,TFSI,1.0,"[""PC""]",[1.0],375.3490984,0.8,1,representative_row_index from cluster_summary.csv,201,64.9,2.53,64.9,2.53,16.88831057,PC:1.000,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",82,2
cluster03_rank01_row3593_q0p85,Li_TFSI_1p0M_PC1p0_T375p3490984_q085,parsed,15.4883,1.6369,Ionic conductivity = 15.4883 ± 1.6369 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q085/output_LELiB_MDLab.txt,3,3593,10.1149/1.1344281,10.1149/1.1344281,Li,TFSI,1.0,"[""PC""]",[1.0],375.3490984,0.85,1,representative_row_index from cluster_summary.csv,201,64.9,2.53,64.9,2.53,16.88831057,PC:1.000,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",82,2
cluster03_rank01_row3593_q0p90,Li_TFSI_1p0M_PC1p0_T375p3490984_q090,parsed,13.5546,3.0465,Ionic conductivity = 13.5546 ± 3.0465 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_PC1p0_T375p3490984_q090/output_LELiB_MDLab.txt,3,3593,10.1149/1.1344281,10.1149/1.1344281,Li,TFSI,1.0,"[""PC""]",[1.0],375.3490984,0.9,1,representative_row_index from cluster_summary.csv,201,64.9,2.53,64.9,2.53,16.88831057,PC:1.000,"('Li', 'TFSI', 1.0, '[""PC""]', '[1.0]', 375.3490984)",82,2
cluster03_rank02_row126_q0p70,Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q070,parsed,7.0089,1.0474,Ionic conductivity = 7.0089 ± 1.0474 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q070/output_LELiB_MDLab.txt,3,126,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.7,0.3]",298.0,0.7,2,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",77,63.23,1.507,63.23,1.507,8.886666667,EC:0.700+DMC:0.300,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",82,2
cluster03_rank02_row126_q0p75,Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q075,parsed,7.8337,1.1243,Ionic conductivity = 7.8337 ± 1.1243 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q075/output_LELiB_MDLab.txt,3,126,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.7,0.3]",298.0,0.75,2,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",77,63.23,1.507,63.23,1.507,8.886666667,EC:0.700+DMC:0.300,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",82,2
cluster03_rank02_row126_q0p80,Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q080,parsed,6.8336,2.1123,Ionic conductivity = 6.8336 ± 2.1123 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q080/output_LELiB_MDLab.txt,3,126,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.7,0.3]",298.0,0.8,2,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",77,63.23,1.507,63.23,1.507,8.886666667,EC:0.700+DMC:0.300,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",82,2
cluster03_rank02_row126_q0p85,Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q085,parsed,5.7259,1.1465,Ionic conductivity = 5.7259 ± 1.1465 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q085/output_LELiB_MDLab.txt,3,126,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.7,0.3]",298.0,0.85,2,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",77,63.23,1.507,63.23,1.507,8.886666667,EC:0.700+DMC:0.300,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",82,2
cluster03_rank02_row126_q0p90,Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q090,parsed,4.7655,0.9592,Ionic conductivity = 4.7655 ± 0.9592 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p7DMC0p3_T298p0_q090/output_LELiB_MDLab.txt,3,126,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.7,0.3]",298.0,0.9,2,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",77,63.23,1.507,63.23,1.507,8.886666667,EC:0.700+DMC:0.300,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.7,0.3]', 298.0)",82,2
cluster02_rank01_row3786_q0p70,Li_ClO4_0p5M_DME1p0_T342p1636336_q070,parsed,15.4359,2.8211,Ionic conductivity = 15.4359 ± 2.8211 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q070/output_LELiB_MDLab.txt,2,3786,10.1149/1.1344281,10.1149/1.1344281,Li,ClO4,0.5,"[""DME""]",[1.0],342.1636336,0.7,1,representative_row_index from cluster_summary.csv,271,7.2,0.39,3.6,0.195,2.579896064,DME:1.000,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",55,3
cluster02_rank01_row3786_q0p75,Li_ClO4_0p5M_DME1p0_T342p1636336_q075,parsed,6.8456,1.9591,Ionic conductivity = 6.8456 ± 1.9591 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q075/output_LELiB_MDLab.txt,2,3786,10.1149/1.1344281,10.1149/1.1344281,Li,ClO4,0.5,"[""DME""]",[1.0],342.1636336,0.75,1,representative_row_index from cluster_summary.csv,271,7.2,0.39,3.6,0.195,2.579896064,DME:1.000,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",55,3
cluster02_rank01_row3786_q0p80,Li_ClO4_0p5M_DME1p0_T342p1636336_q080,parsed,0.8061,0.5642,Ionic conductivity = 0.8061 ± 0.5642 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q080/output_LELiB_MDLab.txt,2,3786,10.1149/1.1344281,10.1149/1.1344281,Li,ClO4,0.5,"[""DME""]",[1.0],342.1636336,0.8,1,representative_row_index from cluster_summary.csv,271,7.2,0.39,3.6,0.195,2.579896064,DME:1.000,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",55,3
cluster02_rank01_row3786_q0p85,Li_ClO4_0p5M_DME1p0_T342p1636336_q085,parsed,0.0809,0.0338,Ionic conductivity = 0.0809 ± 0.0338 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q085/output_LELiB_MDLab.txt,2,3786,10.1149/1.1344281,10.1149/1.1344281,Li,ClO4,0.5,"[""DME""]",[1.0],342.1636336,0.85,1,representative_row_index from cluster_summary.csv,271,7.2,0.39,3.6,0.195,2.579896064,DME:1.000,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",55,3
cluster02_rank01_row3786_q0p90,Li_ClO4_0p5M_DME1p0_T342p1636336_q090,parsed,0.0786,0.0385,Ionic conductivity = 0.0786 ± 0.0385 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_ClO4_0p5M_DME1p0_T342p1636336_q090/output_LELiB_MDLab.txt,2,3786,10.1149/1.1344281,10.1149/1.1344281,Li,ClO4,0.5,"[""DME""]",[1.0],342.1636336,0.9,1,representative_row_index from cluster_summary.csv,271,7.2,0.39,3.6,0.195,2.579896064,DME:1.000,"('Li', 'ClO4', 0.5, '[""DME""]', '[1.0]', 342.1636336)",55,3
cluster02_rank02_row119_q0p70,Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q070,parsed,7.3479,1.8302,Ionic conductivity = 7.3479 ± 1.8302 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q070,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q070/output_LELiB_MDLab.txt,2,119,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.1,0.9]",298.0,0.7,2,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",70,11.69,0.7210000000000001,11.69,0.7210000000000001,8.373333333,EC:0.100+DMC:0.900,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",55,3
cluster02_rank02_row119_q0p75,Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q075,parsed,6.6875,0.9782,Ionic conductivity = 6.6875 ± 0.9782 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q075,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q075/output_LELiB_MDLab.txt,2,119,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.1,0.9]",298.0,0.75,2,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",70,11.69,0.7210000000000001,11.69,0.7210000000000001,8.373333333,EC:0.100+DMC:0.900,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",55,3
cluster02_rank02_row119_q0p80,Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q080,parsed,6.8331,2.4289,Ionic conductivity = 6.8331 ± 2.4289 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q080,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q080/output_LELiB_MDLab.txt,2,119,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.1,0.9]",298.0,0.8,2,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",70,11.69,0.7210000000000001,11.69,0.7210000000000001,8.373333333,EC:0.100+DMC:0.900,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",55,3
cluster02_rank02_row119_q0p85,Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q085,parsed,4.9931,1.0047,Ionic conductivity = 4.9931 ± 1.0047 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q085,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q085/output_LELiB_MDLab.txt,2,119,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.1,0.9]",298.0,0.85,2,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",70,11.69,0.7210000000000001,11.69,0.7210000000000001,8.373333333,EC:0.100+DMC:0.900,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",55,3
cluster02_rank02_row119_q0p90,Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q090,parsed,3.2961,0.6513,Ionic conductivity = 3.2961 ± 0.6513 mS/cm,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q090,/scratch/hacortes/ADOBADO/LELi-MDLab/solvents/Q_Optimization/Li_TFSI_1p0M_EC0p1DMC0p9_T298p0_q090/output_LELiB_MDLab.txt,2,119,10.1016/j.jpowsour.2011.07.071,10.1016/j.jpowsour.2011.07.071,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.1,0.9]",298.0,0.9,2,"maximin descriptor spread from existing selections using weighted_permittivity, weighted_viscosity_mPa_s_25C, salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity, conductivity; duplicate simulation inputs excluded",70,11.69,0.7210000000000001,11.69,0.7210000000000001,8.373333333,EC:0.100+DMC:0.900,"('Li', 'TFSI', 1.0, '[""EC"",""DMC""]', '[0.1,0.9]', 298.0)",55,3
